title,author,summary,bookcover,book_url
Before I Go to Sleep,S.J. Watson,"Christine wakes up every morning in an unfamiliar bed with an unfamiliar man. She looks in the mirror and sees an unfamiliar, middle-aged face. And every morning, the man she has woken up with must explain that he is Ben, he is her husband, she is forty-seven years old, and a terrible accident two decades earlier decimated her ability to form new memories.Every day, ChristChristine wakes up every morning in an unfamiliar bed with an unfamiliar man. She looks in the mirror and sees an unfamiliar, middle-aged face. And every morning, the man she has woken up with must explain that he is Ben, he is her husband, she is forty-seven years old, and a terrible accident two decades earlier decimated her ability to form new memories.Every day, Christine must begin again the reconstruction of her past. And the closer she gets to the truth, the more unbelievable it seems.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358353512l/9736930.jpg,https://www.goodreads.com//book/show/9736930-before-i-go-to-sleep
Stones from the River,Ursula Hegi,"Alternate cover edition of ISBN 9780684844770From the highly acclaimed, award-winning author of Floating in My Mother's Palm comes a stunning novel about ordinary people living in extraordinary times.Trudi Montag is a Zwerg—a dwarf—short, undesirable, different, the voice of anyone who has ever tried to fit in. Eventually she learns that being different is a secret that alAlternate cover edition of ISBN 9780684844770From the highly acclaimed, award-winning author of Floating in My Mother's Palm comes a stunning novel about ordinary people living in extraordinary times.Trudi Montag is a Zwerg—a dwarf—short, undesirable, different, the voice of anyone who has ever tried to fit in. Eventually she learns that being different is a secret that all humans share—from her mother who flees into madness, to her friend Georg whose parents pretend he's a girl, to the Jews Trudy harbors in her cellar.Ursula Hegi brings us a timeless and unforgettable story in Trudi and a small town, weaving together a profound tapestry of emotional power, humanity, and truth.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366513909l/77163.jpg,https://www.goodreads.com//book/show/77163.Stones_from_the_River
Switched,Amanda Hocking,"Switched - the first book in the Trylle Trilogy... When Wendy Everly was six-years-old, her mother was convinced she was a monster and tried to kill her. It isn't until eleven years later that Wendy discovers her mother might have been right. With the help of Finn Holmes, Wendy finds herself in a world she never knew existed - a world both beautiful and frightening, andSwitched - the first book in the Trylle Trilogy... When Wendy Everly was six-years-old, her mother was convinced she was a monster and tried to kill her. It isn't until eleven years later that Wendy discovers her mother might have been right. With the help of Finn Holmes, Wendy finds herself in a world she never knew existed - a world both beautiful and frightening, and Wendy's not sure she wants to be a part of it. ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352379430l/12180581.jpg,https://www.goodreads.com//book/show/12180581-switched
The Decameron,Giovanni Boccaccio,"The Decameron (c.1351) is an entertaining series of one hundred stories written in the wake of the Black Death. The stories are told in a country villa outside the city of Florence by ten young noble men and women who are seeking to escape the ravages of the plague. Boccaccio's skill as a dramatist is masterfully displayed in these vivid portraits of people from all statioThe Decameron (c.1351) is an entertaining series of one hundred stories written in the wake of the Black Death. The stories are told in a country villa outside the city of Florence by ten young noble men and women who are seeking to escape the ravages of the plague. Boccaccio's skill as a dramatist is masterfully displayed in these vivid portraits of people from all stations in life, with plots that revel in a bewildering variety of human reactions.Translated with an Introduction and Notes by G. H. McWilliam",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472027832l/51799._SY475_.jpg,https://www.goodreads.com//book/show/51799.The_Decameron
Alias Grace,Margaret Atwood,"It's 1843, and Grace Marks has been convicted for her involvement in the vicious murders of her employer and his housekeeper and mistress. Some believe Grace is innocent; others think her evil or insane. Now serving a life sentence, Grace claims to have no memory of the murders.An up-and-coming expert in the burgeoning field of mental illness is engaged by a group of reforIt's 1843, and Grace Marks has been convicted for her involvement in the vicious murders of her employer and his housekeeper and mistress. Some believe Grace is innocent; others think her evil or insane. Now serving a life sentence, Grace claims to have no memory of the murders.An up-and-coming expert in the burgeoning field of mental illness is engaged by a group of reformers and spiritualists who seek a pardon for Grace. He listens to her story while bringing her closer and closer to the day she cannot remember. What will he find in attempting to unlock her memories?Captivating and disturbing, Alias Grace showcases best-selling, Booker Prize-winning author Margaret Atwood at the peak of her powers.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298545436l/72579.jpg,https://www.goodreads.com//book/show/72579.Alias_Grace
The Way of Shadows,Brent Weeks,"From New York Times Bestselling author Brent Weeks... For Durzo Blint, assassination is an art-and he is the city's most accomplished artist. For Azoth, survival is precarious. Something you never take for granted. As a guild rat, he's grown up in the slums, and learned to judge people quickly - and to take risks. Risks like apprenticing himself to Durzo Blint.But to be acFrom New York Times Bestselling author Brent Weeks... For Durzo Blint, assassination is an art-and he is the city's most accomplished artist. For Azoth, survival is precarious. Something you never take for granted. As a guild rat, he's grown up in the slums, and learned to judge people quickly - and to take risks. Risks like apprenticing himself to Durzo Blint.But to be accepted, Azoth must turn his back on his old life and embrace a new identity and name. As Kylar Stern, he must learn to navigate the assassins' world of dangerous politics and strange magics - and cultivate a flair for death.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881551l/3227063.jpg,https://www.goodreads.com//book/show/3227063-the-way-of-shadows
The Wicked King,Holly Black,"The enchanting and bloodthirsty sequel to the New York Times bestselling novel The Cruel Prince.You must be strong enough to strike and strike and strike again without tiring.The first lesson is to make yourself strong.After the jaw-dropping revelation that Oak is the heir to Faerie, Jude must keep her brother safe. To do so, she has bound the wicked king, Cardan, to her, The enchanting and bloodthirsty sequel to the New York Times bestselling novel The Cruel Prince.You must be strong enough to strike and strike and strike again without tiring.The first lesson is to make yourself strong.After the jaw-dropping revelation that Oak is the heir to Faerie, Jude must keep her brother safe. To do so, she has bound the wicked king, Cardan, to her, and made herself the power behind the throne. Navigating the constantly shifting political alliances of Faerie would be difficult enough if Cardan were easy to control. But he does everything in his power to humiliate and undermine her even as his fascination with her remains undiminished.When it becomes all too clear that someone close to Jude means to betray her, threatening her own life and the lives of everyone she loves, Jude must uncover the traitor and fight her own complicated feelings for Cardan to maintain control as a mortal in a Faerie world.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414l/26032887._SY475_.jpg,https://www.goodreads.com//book/show/26032887-the-wicked-king
The Time Quartet Box Set,Madeleine L'Engle,"With over 10 million copies in print, Madeleine L'Engle's Newbery Medal-winning classic, ""A Wrinkle in Time,"" along with its bestselling companions, ""A Wind in the Door,"" ""A Swiftly Tilting Planet,"" and ""Many Waters,"" has enthralled and inspired readers of all ages. This newly designed boxed set features the stunning art of Peter Sis.With over 10 million copies in print, Madeleine L'Engle's Newbery Medal-winning classic, ""A Wrinkle in Time,"" along with its bestselling companions, ""A Wind in the Door,"" ""A Swiftly Tilting Planet,"" and ""Many Waters,"" has enthralled and inspired readers of all ages. This newly designed boxed set features the stunning art of Peter Sis.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165637344l/7619._SX318_.jpg,https://www.goodreads.com//book/show/7619.The_Time_Quartet_Box_Set
The Tale of Genji,Murasaki Shikibu,"Written in the eleventh century, this exquisite portrait of courtly life in medieval Japan is widely celebrated as the world’s first novel. Genji, the Shining Prince, is the son of an emperor. He is a passionate character whose tempestuous nature, family circumstances, love affairs, alliances, and shifting political fortunes form the core of this magnificent epic. Royall TWritten in the eleventh century, this exquisite portrait of courtly life in medieval Japan is widely celebrated as the world’s first novel. Genji, the Shining Prince, is the son of an emperor. He is a passionate character whose tempestuous nature, family circumstances, love affairs, alliances, and shifting political fortunes form the core of this magnificent epic. Royall Tyler’s superior translation is detailed, poetic, and superbly true to the Japanese original while allowing the modern reader to appreciate it as a contemporary treasure. Supplemented with detailed notes, glossaries, character lists, and chronologies to help the reader navigate the multigenerational narrative, this comprehensive edition presents this ancient tale in the grand style that it deserves.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616514777l/7042._SX318_.jpg,https://www.goodreads.com//book/show/7042.The_Tale_of_Genji
The Dead Zone,Stephen King,"Johnny, the small boy who skated at breakneck speed into an accident that for one horrifying moment plunged him into The Dead Zone. Johnny Smith, the small-town schoolteacher who spun the wheel of fortune and won a four-and-a-half-year trip into The Dead Zone. John Smith, who awakened from an interminable coma with an accursed power—the power to see the future and the terrJohnny, the small boy who skated at breakneck speed into an accident that for one horrifying moment plunged him into The Dead Zone. Johnny Smith, the small-town schoolteacher who spun the wheel of fortune and won a four-and-a-half-year trip into The Dead Zone. John Smith, who awakened from an interminable coma with an accursed power—the power to see the future and the terrible fate awaiting mankind in The Dead Zone.~",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622l/11573.jpg,https://www.goodreads.com//book/show/11573.The_Dead_Zone
Keeper of the Lost Cities,Shannon Messenger,"Twelve-year-old Sophie Foster has a secret. She’s a Telepath—someone who hears the thoughts of everyone around her. It’s a talent she’s never known how to explain.Everything changes the day she meets Fitz, a mysterious boy who appears out of nowhere and also reads minds. She discovers there’s a place she does belong, and that staying with her family will place her in graveTwelve-year-old Sophie Foster has a secret. She’s a Telepath—someone who hears the thoughts of everyone around her. It’s a talent she’s never known how to explain.Everything changes the day she meets Fitz, a mysterious boy who appears out of nowhere and also reads minds. She discovers there’s a place she does belong, and that staying with her family will place her in grave danger. In the blink of an eye, Sophie is forced to leave behind everything and start a new life in a place that is vastly different from anything she has ever known.Sophie has new rules to learn and new skills to master, and not everyone is thrilled that she has come “home.” There are secrets buried deep in Sophie’s memory—secrets about who she really is and why she was hidden among humans—that other people desperately want. Would even kill for.In this page-turning debut, Shannon Messenger creates a riveting story where one girl must figure out why she is the key to her brand-new world, before the wrong person finds the answer first.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326469854l/12842828.jpg,https://www.goodreads.com//book/show/12842828-keeper-of-the-lost-cities
Pretty Little Liars,Sara Shepard,"EVERYONE HAS SOMETHING TO HIDE - ESPECIALLY HIGH SCHOOL JUNIORS SPENCER, ARIA, EMILY, AND HANNASpencer covets her sister's boyfriend. Aria's fantasizing about her English teacher. Emily's crushing on the new girl at school. Hanna uses some ugly tricks to stay beautiful. But they've all kept an even bigger secret since their friend Alison vanished.How do I know? Because I kEVERYONE HAS SOMETHING TO HIDE - ESPECIALLY HIGH SCHOOL JUNIORS SPENCER, ARIA, EMILY, AND HANNASpencer covets her sister's boyfriend. Aria's fantasizing about her English teacher. Emily's crushing on the new girl at school. Hanna uses some ugly tricks to stay beautiful. But they've all kept an even bigger secret since their friend Alison vanished.How do I know? Because I know everything about the bad girls they were, the naughty girls they are, and the dirty secrets they've kept. And guess what? I'm telling.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377830522l/162085.jpg,https://www.goodreads.com//book/show/162085.Pretty_Little_Liars
The Rescue,Nicholas Sparks,"When confronted by raging fires or deadly accidents, volunteer fireman Taylor McAden feels compelled to take terrifying risks; but there is one leap of faith Taylor can't bring himself to make: He can't fall in love.BookPage calls Nicholas Sparks, ""a modern master of fateful love stories,"" and his phenomenal bestsellers- The Notebook, Message in a Bottle, and A Walk to RemWhen confronted by raging fires or deadly accidents, volunteer fireman Taylor McAden feels compelled to take terrifying risks; but there is one leap of faith Taylor can't bring himself to make: He can't fall in love.BookPage calls Nicholas Sparks, ""a modern master of fateful love stories,"" and his phenomenal bestsellers- The Notebook, Message in a Bottle, and A Walk to Remember- have made him one of America's most beloved storytellers. Here, in his newest work, Sparks tells a story about making the greatest commitment of all...loving someone forever. The Rescue When confronted by raging fires or deadly accidents, volunteer fireman Taylor McAden feels compelled to take terrifying risks - risks no one else in the department would ever take - to save lives. But there is one leap of faith Taylor can't bring himself to make: He can't fall in love. For all his adult years, Taylor has sought out women who need to be rescued, women he leaves as soon as their crisis is over, as soon as the relationship starts to become truly intimate. Then, one day, a raging, record-breaking storm hits his small Southern town. Denise Holton, a young single mother, is driving through it when her car skids off the road. With her is her four-year-old son, Kyle, a boy with severe learning disabilities and for whom she has sacrificed everything. Unconscious and bleeding, she-but not Kyle-will be found by Taylor McAden. And when she wakes, the chilling truth becomes clear to both of them: Kyle is gone. During the search for Kyle, the connection, the lifeline, between Taylor and Denise takes root. Taylor doesn't know that this rescue will be different from all the others, demanding far more than raw physical courage. That it will lead him to the possibility of his own rescue from a life lived without love. That it will require him to open doors to his past that were slammed shut by pain. That it will dare him to live life to the fullest by daring to love. In The Rescue Nicholas Sparks weaves his inimitable spell, immersing us in the passions and the surprising complexities of modern relationships-and in doing so, teaching us something about our own.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385055753l/3462.jpg,https://www.goodreads.com//book/show/3462.The_Rescue
Fallen Too Far,Abbi Glines,"To want what you’re not supposed to have…She is only nineteen.She is his new stepfather’s daughter.She is still naïve and innocent due to spending the last three years taking care of her sick mother.But for twenty-four year old Rush Finlay, she is the only thing that has ever been off limits. His famous father’s guilt money, his mother’s desperation to win his love, and hiTo want what you’re not supposed to have…She is only nineteen.She is his new stepfather’s daughter.She is still naïve and innocent due to spending the last three years taking care of her sick mother.But for twenty-four year old Rush Finlay, she is the only thing that has ever been off limits. His famous father’s guilt money, his mother’s desperation to win his love, and his charm are the three reasons he has never been told no.Blaire Wynn left her small farmhouse in Alabama, after her mother passed away, to move in with her father and his new wife in their sprawling beach house along the Florida gulf coast. She isn’t prepared for the lifestyle change and she knows she’ll never fit into this world. Then there is her sexy stepbrother who her father leaves her with for the summer while he runs off to Paris with his wife. Rush is as spoiled as he is gorgeous. He is also getting under her skin. She knows he is anything but good for her and that he’ll never be faithful to anyone. He is jaded and has secrets Blaire knows she may never uncover but even knowing all of that…Blaire just may have fallen too far.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349565157l/16070903.jpg,https://www.goodreads.com//book/show/16070903-fallen-too-far
A Dirty Job,Christopher Moore,"Charlie Asher is a pretty normal guy with a normal life, married to a bright and pretty woman who actually loves him for his normalcy. They're even about to have their first child. Yes, Charlie's doing okay—until people start dropping dead around him, and everywhere he goes a dark presence whispers to him from under the streets. Charlie Asher, it seems, has been recruited Charlie Asher is a pretty normal guy with a normal life, married to a bright and pretty woman who actually loves him for his normalcy. They're even about to have their first child. Yes, Charlie's doing okay—until people start dropping dead around him, and everywhere he goes a dark presence whispers to him from under the streets. Charlie Asher, it seems, has been recruited for a new position: as Death.It's a dirty job. But, hey! Somebody's got to do it.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331323415l/33456.jpg,https://www.goodreads.com//book/show/33456.A_Dirty_Job
Going Postal,Terry Pratchett,"Arch-swindler Moist Van Lipwig never believed his confidence crimes were hanging offenses - until he found himself with a noose tightly around his neck, dropping through a trapdoor, and falling into...a government job?By all rights, Moist should have met his maker. Instead, it's Lord Vetinari, supreme ruler of Ankh-Morpork, who promptly offers him a job as Postmaster. SincArch-swindler Moist Van Lipwig never believed his confidence crimes were hanging offenses - until he found himself with a noose tightly around his neck, dropping through a trapdoor, and falling into...a government job?By all rights, Moist should have met his maker. Instead, it's Lord Vetinari, supreme ruler of Ankh-Morpork, who promptly offers him a job as Postmaster. Since his only other option is a nonliving one, Moist accepts the position - and the hulking golem watchdog who comes along with it, just in case Moist was considering abandoning his responsibilities prematurely. Getting the moribund Postal Service up and running again, however, may be a near-impossible task, what with literally mountains of decades-old undelivered mail clogging every nook and cranny of the broken-down post office building; and with only a few creaky old postmen and one rather unstable, pin-obsessed youth available to deliver it. Worse still, Moist could swear the mail is talking to him. Worst of all, it means taking on the gargantuan, money-hungry Grand Trunk clacks communication monopoly and its bloodthirsty piratical head, Mr. Reacher Gilt.But it says on the building Neither Rain Nor Snow Nor Glom of Nit...Inspiring words (admittedly, some of the bronze letters have been stolen), and for once in his wretched life Moist is going to fight. And if the bold and impossible are what's called for, he'll do it - in order to move the mail, continue breathing, get the girl, and specially deliver that invaluable commodity that every human being (not to mention troll, dwarf, and, yes, even golem) requires: hope.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388236899l/64222.jpg,https://www.goodreads.com//book/show/64222.Going_Postal
The Red and the Black,Stendhal,"Handsome, ambitious Julien Sorel is determined to rise above his humble provincial origins. Soon realizing that success can only be achieved by adopting the subtle code of hypocrisy by which society operates, he begins to achieve advancement through deceit and self-interest. His triumphant career takes him into the heart of glamorous Parisian society, along the way conquerHandsome, ambitious Julien Sorel is determined to rise above his humble provincial origins. Soon realizing that success can only be achieved by adopting the subtle code of hypocrisy by which society operates, he begins to achieve advancement through deceit and self-interest. His triumphant career takes him into the heart of glamorous Parisian society, along the way conquering the gentle, married Madame de Rênal, and the haughty Mathilde. But then Julien commits an unexpected, devastating crime - and brings about his own downfall. The Red and the Black is a lively, satirical portrayal of French society after Waterloo, riddled with corruption, greed, and ennui, and Julien - the cold exploiter whose Machiavellian campaign is undercut by his own emotions - is one of the most intriguing characters in European literature.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635011110l/14662._SY475_.jpg,https://www.goodreads.com//book/show/14662.The_Red_and_the_Black
The Evolution of Mara Dyer,Michelle Hodkin,"Mara Dyer knows she isn't crazy. She knows that she can kill with her mind, and that Noah can heal with his. Mara also knows that somehow, Jude is not a hallucination. He is alive. Unfortunately, convincing her family and doctors that she's not unstable and doesn't need to be hospitalised isn't easy. The only person who actually believes her is Noah. But being with Noah isMara Dyer knows she isn't crazy. She knows that she can kill with her mind, and that Noah can heal with his. Mara also knows that somehow, Jude is not a hallucination. He is alive. Unfortunately, convincing her family and doctors that she's not unstable and doesn't need to be hospitalised isn't easy. The only person who actually believes her is Noah. But being with Noah is dangerous and Mara is in constant fear that she might hurt him. She needs to learn how to control her power, and fast! Together, Mara and Noah must try and figure out exactly how Jude survived when the asylum collapsed, and how he knows so much about her strange ability...before anyone else ends up dead!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336663149l/13643567.jpg,https://www.goodreads.com//book/show/13643567-the-evolution-of-mara-dyer
Batman: The Dark Knight Returns,Frank Miller,"This masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker man. Together with inker Klaus Janson and colorist Lynn Varley, writer/artist Frank Miller completely reinvents the legend of Batman in his saga of a near-future Gotham City gone to rot, ten years after the Dark Knight's retirement. Crime runs rampant in the streets, and theThis masterpiece of modern comics storytelling brings to vivid life a dark world and an even darker man. Together with inker Klaus Janson and colorist Lynn Varley, writer/artist Frank Miller completely reinvents the legend of Batman in his saga of a near-future Gotham City gone to rot, ten years after the Dark Knight's retirement. Crime runs rampant in the streets, and the man who was Batman is still tortured by the memories of his parents' murders. As civil society crumbles around him, Bruce Wayne's long-suppressed vigilante side finally breaks free of its self-imposed shackles. The Dark Knight returns in a blaze of fury, taking on a whole new generation of criminals and matching their level of violence. He is soon joined by this generation's Robin—a girl named Carrie Kelley, who proves to be just as invaluable as her predecessors.But can Batman and Robin deal with the threat posed by their deadliest enemies, after years of incarceration have made them into perfect psychopaths? And more important, can anyone survive the coming fallout of an undeclared war between the superpowers—or a clash of what were once the world's greatest superheroes?Over fifteen years after its debut, Batman: The Dark Knight Returns remains an undisputed classic and one of the most influential stories ever told in the comics medium.Collecting Batman: The Dark Knight Returns #1-4",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327892039l/59960.jpg,https://www.goodreads.com//book/show/59960.Batman
Brainwalker,Robyn Mundell,"One teen’s incredible journey may just blow his father’s mind…Fourteen-year-old Bernard thinks outside the box. The only problem is that neither his school nor his ultra-rational physicist father appreciate his unique ideas. When he reacts to a stressful situation at school by mooning the class, his suspension sends him straight to his father’s workplace. After his frustraOne teen’s incredible journey may just blow his father’s mind…Fourteen-year-old Bernard thinks outside the box. The only problem is that neither his school nor his ultra-rational physicist father appreciate his unique ideas. When he reacts to a stressful situation at school by mooning the class, his suspension sends him straight to his father’s workplace. After his frustrated father leaves him unattended, Bernard does what any teen would do: wander into the particle accelerator and accidentally get transported through a wormhole! It doesn’t take long for Bernard to realize he’s in deep trouble. Not only did the wormhole drop him in the middle of a civil war over a depleted resource, but the battle is actually taking place inside his father’s brain. Bernard has one chance to save the dying side of his father’s creative brain from the tyrannical left side. Can he use his outside-the-box thinking to save his father’s life?Brainwalker is a young adult sci-fi fantasy novel that turns the world of neuroscience on its head. If you like incredible fantasy worlds, fast-paced entertainment, and the human mind, then you’ll love Robyn Mundell and Stephan Lacast’s amazing journey inside the brain. Buy Brainwalker to help the mind survive today!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465002076l/30346601.jpg,https://www.goodreads.com//book/show/30346601-brainwalker
Destined for an Early Grave,Jeaniene Frost,"Her dreams leave her in grave danger…Since half-vampire Cat Crawfield and her undead lover Bones met six years ago, they’ve fought against the rogue undead, battled a vengeful Master vampire, and pledged their devotion with a blood bond. Now it’s time for a vacation. But their hopes for a perfect Paris holiday are dashed when Cat awakes one night in terror. She’s having viHer dreams leave her in grave danger…Since half-vampire Cat Crawfield and her undead lover Bones met six years ago, they’ve fought against the rogue undead, battled a vengeful Master vampire, and pledged their devotion with a blood bond. Now it’s time for a vacation. But their hopes for a perfect Paris holiday are dashed when Cat awakes one night in terror. She’s having visions of a vampire named Gregor who’s more powerful than Bones and has ties to her past that even Cat herself didn’t know about.Gregor believes Cat is his and he won’t stop until he has her. As the battle begins between the vamp who haunts her nightmares and the one who has her heart, only Cat can break Gregor’s hold over her. She’ll need all the power she can summon in order to bring down the baddest bloodsucker she’s ever faced … even if getting that power will result in an early grave.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315175949l/5604848.jpg,https://www.goodreads.com//book/show/5604848-destined-for-an-early-grave
Vicious,V.E. Schwab,"A masterful tale of ambition, jealousy, desire, and superpowers.Victor and Eli started out as college roommates—brilliant, arrogant, lonely boys who recognized the same sharpness and ambition in each other. In their senior year, a shared research interest in adrenaline, near-death experiences, and seemingly supernatural events reveals an intriguing possibility: that under A masterful tale of ambition, jealousy, desire, and superpowers.Victor and Eli started out as college roommates—brilliant, arrogant, lonely boys who recognized the same sharpness and ambition in each other. In their senior year, a shared research interest in adrenaline, near-death experiences, and seemingly supernatural events reveals an intriguing possibility: that under the right conditions, someone could develop extraordinary abilities. But when their thesis moves from the academic to the experimental, things go horribly wrong.Ten years later, Victor breaks out of prison, determined to catch up to his old friend (now foe), aided by a young girl whose reserved nature obscures a stunning ability. Meanwhile, Eli is on a mission to eradicate every other super-powered person that he can find—aside from his sidekick, an enigmatic woman with an unbreakable will. Armed with terrible power on both sides, driven by the memory of betrayal and loss, the archnemeses have set a course for revenge—but who will be left alive at the end?In Vicious, V. E. Schwab brings to life a gritty comic-book-style world in vivid prose: a world where gaining superpowers doesn't automatically lead to heroism, and a time when allegiances are called into question.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532011194l/40874032._SY475_.jpg,https://www.goodreads.com//book/show/40874032-vicious
Out of My Mind,Sharon M. Draper,"Melody is not like most people. She cannot walk or talk, but she has a photographic memory; she can remember every detail of everything she has ever experienced. She is smarter than most of the adults who try to diagnose her and smarter than her classmates in her integrated classroom - the very same classmates who dismiss her as mentally challenged because she cannot tell Melody is not like most people. She cannot walk or talk, but she has a photographic memory; she can remember every detail of everything she has ever experienced. She is smarter than most of the adults who try to diagnose her and smarter than her classmates in her integrated classroom - the very same classmates who dismiss her as mentally challenged because she cannot tell them otherwise. But Melody refuses to be defined by cerebral palsy. And she's determined to let everyone know it - somehow.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347602096l/6609765.jpg,https://www.goodreads.com//book/show/6609765-out-of-my-mind
Nights in Rodanthe,Nicholas Sparks,"From the #1 New York Times bestselling author Nicholas Sparks comes a tender story of hope and joy; of sacrifice and forgiveness -- a moving reminder that love is possible at any age, at any time, and often comes when we least expect it. At forty-five, Adrienne Willis must rethink her entire life when her husband abandons her for a younger woman. Reeling with heartache andFrom the #1 New York Times bestselling author Nicholas Sparks comes a tender story of hope and joy; of sacrifice and forgiveness -- a moving reminder that love is possible at any age, at any time, and often comes when we least expect it. At forty-five, Adrienne Willis must rethink her entire life when her husband abandons her for a younger woman. Reeling with heartache and in search of a respite, she flees to the small coastal town of Rodanthe, North Carolina to tend to a friend's inn for the weekend. But when a major storm starts moving in, it appears that Adrienne's perfect getaway will be ruined -- until a guest named Paul Flanner arrives. At fifty-four, Paul has just sold his medical practice and come to Rodanthe to escape his own shattered past. Now, with the storm closing in, two wounded people will turn to each other for comfort -- and in one weekend set in motion feelings that will resonate throughout the rest of their lives.Did You Know?---The main characters' names were Christmas presents to Nicholas's in-laws (Paul and Adrienne)?This was Nicholas's first book to debut at #1?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328145638l/15926.jpg,https://www.goodreads.com//book/show/15926.Nights_in_Rodanthe
The Archon of Peace,Juddy Anderson C. Punzalan,"Serestia, a magical world fashioned by the gods, has been under the control of the Archons for thousands of years, and the kingdoms that divide the land co-exist with these enlightened beings who dwell within their impenetrable walls.Amid the chaos and endless war, a long-awaited prophecy tips the balance and threatens not just the Archons but everyone else. The reincarnatSerestia, a magical world fashioned by the gods, has been under the control of the Archons for thousands of years, and the kingdoms that divide the land co-exist with these enlightened beings who dwell within their impenetrable walls.Amid the chaos and endless war, a long-awaited prophecy tips the balance and threatens not just the Archons but everyone else. The reincarnations of the legendary Renegade and the Elementalist find themselves pursued by the magical kingdom of Rasfera, the holy kingdom of Ydduj Celeri, and the ancient kingdom of Verheiden.With the help of some friends they meet along the way, the brothers embark on a journey of discovery and purpose in a world shared by Humans, Archons, Ancients, and gods.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607574174l/56236618._SY475_.jpg,https://www.goodreads.com//book/show/56236618-the-archon-of-peace
Hopscotch,Julio Cortázar,"Horacio Oliveira is an Argentinian writer who lives in Paris with his mistress, La Maga, surrounded by a loose-knit circle of bohemian friends who call themselves ""the Club."" A child's death and La Maga's disappearance put an end to his life of empty pleasures and intellectual acrobatics, and prompt Oliveira to return to Buenos Aires, where he works by turns as a salesman,Horacio Oliveira is an Argentinian writer who lives in Paris with his mistress, La Maga, surrounded by a loose-knit circle of bohemian friends who call themselves ""the Club."" A child's death and La Maga's disappearance put an end to his life of empty pleasures and intellectual acrobatics, and prompt Oliveira to return to Buenos Aires, where he works by turns as a salesman, a keeper of a circus cat which can truly count, and an attendant in an insane asylum. Hopscotch is the dazzling, freewheeling account of Oliveira's astonishing adventures.The book is highly influenced by Henry Miller’s reckless and relentless search for truth in post-decadent Paris and Daisetz Teitaro Suzuki’s modal teachings on Zen Buddhism.Cortázar's employment of interior monologue, punning, slang, and his use of different languages is reminiscent of Modernist writers like Joyce, although his main influences were Surrealism and the French New Novel, as well as the ""riffing"" aesthetic of jazz and New Wave Cinema.In 1966, Gregory Rabassa won the first National Book Award to recognize the work of a translator, for his English-language edition of Hopscotch. Julio Cortázar was so pleased with Rabassa's translation of Hopscotch that he recommended the translator to Gabriel García Márquez when García Márquez was looking for someone to translate his novel One Hundred Years of Solitude into English. ""Rabassa's One Hundred Years of Solitude improved the original,"" according to García Márquez.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367728486l/53413._SY475_.jpg,https://www.goodreads.com//book/show/53413.Hopscotch
